File,NN,DT,Hybrid
output_2807342_0.out,0.977037967615857,0.9462590731434952,0.9820281965382468
output_2807342_1.out,0.9709659408151871,0.9410943606923506,0.9777707984366276
output_2807342_2.out,0.9721524288107203,0.9455611390284756,0.9771426577331099
output_2807342_3.out,0.9720826353992184,0.9469919039642658,0.9779801786711335
